CUST_CODE,LastPurshaceDate,Recency,Freqyency,Monetary,R_tertile,F_tertile,M_tertile,RFM_Score,segment_name
CUST0000293743,2008-07-06,0,25,33.14,3,1,1,311,Recent customer
CUST0000293820,2008-03-18,110,1,0.33,1,3,3,133,Cannot Loose them
CUST0000293873,2007-12-01,218,1,6.29,1,3,2,132,Cannot Loose them
CUST0000294362,2007-11-25,224,1,1.04,1,3,3,133,Cannot Loose them
CUST0000294502,2008-03-01,127,1,0.7,1,3,3,133,Cannot Loose them
CUST0000294517,2008-06-20,16,8,5.37,3,1,2,312,Recent customer
CUST0000294712,2008-03-20,108,2,1.64,2,2,3,223,potential Lotalist
CUST0000295499,2007-07-20,352,1,1.46,1,3,3,133,Cannot Loose them
CUST0000295508,2008-03-10,118,2,2.49,1,2,2,122,About to sleep
CUST0000295568,2008-06-18,18,1,1.54,3,3,3,333,Campion
CUST0000295661,2007-10-05,275,1,9.75,1,3,2,132,Cannot Loose them
CUST0000296815,2008-03-08,120,2,5.53,1,2,2,122,About to sleep
CUST0000297112,2008-06-13,23,9,14.23,3,1,1,311,Recent customer
CUST0000297115,2008-07-05,1,71,113.25,3,1,1,311,Recent customer
CUST0000297129,2008-03-28,100,1,0.86,2,3,3,233,Loyal
CUST0000297236,2008-02-13,144,1,1.04,1,3,3,133,Cannot Loose them
CUST0000297515,2008-06-11,25,7,18.3,2,1,1,211,About to sleep
CUST0000297771,2007-12-25,194,1,1.87,1,3,3,133,Cannot Loose them
CUST0000297799,2007-08-23,318,1,0.34,1,3,3,133,Cannot Loose them
CUST0000298310,2008-07-03,3,86,105.39,3,1,1,311,Recent customer
CUST0000298319,2007-12-21,198,1,3.27,1,3,2,132,Cannot Loose them
CUST0000298897,2008-03-02,126,4,3.11,1,2,2,122,About to sleep
CUST0000299022,2008-06-19,17,35,65.88,3,1,1,311,Recent customer
CUST0000299037,2008-07-01,5,49,56.05,3,1,1,311,Recent customer
CUST0000299156,2007-12-18,201,7,12.63,1,1,1,111,Lost Customer
CUST0000300142,2007-11-23,226,1,0.34,1,3,3,133,Cannot Loose them
CUST0000301025,2008-06-28,8,4,6.2700000000000005,3,2,2,322,potential Lotalist
CUST0000301035,2008-04-13,84,8,13.100000000000001,2,1,1,211,About to sleep
CUST0000301430,2008-06-01,35,2,1.05,2,2,3,223,potential Lotalist
CUST0000301843,2008-07-02,4,34,44.76,3,1,1,311,Recent customer
CUST0000302332,2008-04-11,86,6,6.96,2,2,2,222,Average
CUST0000303300,2008-03-07,121,1,0.85,1,3,3,133,Cannot Loose them
CUST0000303829,2008-03-14,114,12,15.9,1,1,1,111,Lost Customer
CUST0000303864,2008-06-27,9,9,44.19,3,1,1,311,Recent customer
CUST0000305139,2008-06-19,17,7,17.06,3,1,1,311,Recent customer
CUST0000305858,2008-05-30,37,6,10.34,2,2,1,221,About to sleep
CUST0000306181,2008-07-05,1,2,2.35,3,2,2,322,potential Lotalist
CUST0000306182,2008-04-28,69,6,6.1000000000000005,2,2,2,222,Average
CUST0000306622,2007-10-14,266,1,0.29,1,3,3,133,Cannot Loose them
CUST0000306717,2008-04-29,68,5,8.14,2,2,2,222,Average
CUST0000307164,2007-12-09,210,4,17.22,1,2,1,121,About to sleep
CUST0000307261,2008-05-29,38,7,6.67,2,1,2,212,About to sleep
CUST0000307318,2008-01-22,166,1,0.68,1,3,3,133,Cannot Loose them
CUST0000307323,2008-07-01,5,18,40.54,3,1,1,311,Recent customer
CUST0000307692,2008-05-26,41,2,18.72,2,2,1,221,About to sleep
CUST0000308778,2008-06-06,30,7,9.39,2,1,2,212,About to sleep
CUST0000309691,2008-05-14,53,1,1.39,2,3,3,233,Loyal
CUST0000309908,2008-07-05,1,25,42.1,3,1,1,311,Recent customer
CUST0000310063,2008-04-11,86,4,5.82,2,2,2,222,Average
CUST0000310147,2008-06-29,7,10,10.129999999999999,3,1,1,311,Recent customer
CUST0000310258,2007-12-31,188,1,0.85,1,3,3,133,Cannot Loose them
CUST0000310750,2008-05-09,58,1,0.8,2,3,3,233,Loyal
CUST0000310991,2008-05-27,40,8,14.48,2,1,1,211,About to sleep
CUST0000311311,2008-06-20,16,7,7.66,3,1,2,312,Recent customer
CUST0000311641,2008-05-24,43,3,2.57,2,2,2,222,Average
CUST0000311656,2008-06-07,29,2,0.16,2,2,3,223,potential Lotalist
CUST0000311817,2008-04-14,83,6,13.870000000000001,2,2,1,221,About to sleep
CUST0000312034,2008-06-27,9,55,90.76,3,1,1,311,Recent customer
CUST0000312108,2008-07-02,4,29,44.44,3,1,1,311,Recent customer
CUST0000312377,2008-05-22,45,13,18.71,2,1,1,211,About to sleep
CUST0000312411,2008-06-26,10,45,75.99,3,1,1,311,Recent customer
CUST0000313042,2008-06-13,23,20,34.65,3,1,1,311,Recent customer
CUST0000314122,2008-05-30,37,5,8.739999999999998,2,2,2,222,Average
CUST0000314681,2007-12-30,189,1,1.07,1,3,3,133,Cannot Loose them
CUST0000314742,2007-07-27,345,1,0.86,1,3,3,133,Cannot Loose them
CUST0000314808,2008-03-26,102,1,0.79,2,3,3,233,Loyal
CUST0000315496,2008-04-06,91,1,0.13,2,3,3,233,Loyal
CUST0000317126,2008-07-01,5,99,224.36,3,1,1,311,Recent customer
CUST0000317284,2007-08-24,317,1,0.49,1,3,3,133,Cannot Loose them
CUST0000317621,2007-09-14,296,2,2.31,1,2,2,122,About to sleep
CUST0000319615,2008-02-03,154,2,1.9300000000000002,1,2,3,123,Cannot Loose them
CUST0000320397,2007-11-30,219,1,1.32,1,3,3,133,Cannot Loose them
CUST0000320942,2007-07-31,341,1,4.54,1,3,2,132,Cannot Loose them
CUST0000321246,2007-10-21,259,2,2.5199999999999996,1,2,2,122,About to sleep
CUST0000321672,2007-10-06,274,1,7.44,1,3,2,132,Cannot Loose them
CUST0000322426,2008-06-15,21,5,2.77,3,2,2,322,potential Lotalist
CUST0000322549,2008-06-25,11,4,5.58,3,2,2,322,potential Lotalist
CUST0000322562,2008-07-04,2,40,95.09,3,1,1,311,Recent customer
CUST0000322740,2008-05-26,41,1,0.86,2,3,3,233,Loyal
CUST0000323394,2008-04-17,80,3,3.05,2,2,2,222,Average
CUST0000324250,2008-02-07,150,2,2.01,1,2,3,123,Cannot Loose them
CUST0000324730,2008-03-01,127,4,53.120000000000005,1,2,1,121,About to sleep
CUST0000325045,2008-06-10,26,5,4.9399999999999995,2,2,2,222,Average
CUST0000325071,2008-06-13,23,46,84.35,3,1,1,311,Recent customer
CUST0000325292,2008-07-06,0,133,370.09,3,1,1,311,Recent customer
CUST0000325587,2008-03-17,111,2,6.199999999999999,1,2,2,122,About to sleep
CUST0000326082,2007-11-25,224,1,3.81,1,3,2,132,Cannot Loose them
CUST0000326140,2008-06-12,24,13,23.53,2,1,1,211,About to sleep
CUST0000327578,2008-07-06,0,11,19.48,3,1,1,311,Recent customer
CUST0000328079,2008-06-18,18,6,1.8399999999999999,3,2,3,323,Loyal
CUST0000328290,2008-05-21,46,1,0.47,2,3,3,233,Loyal
CUST0000328513,2008-05-21,46,6,9.82,2,2,2,222,Average
CUST0000329291,2008-05-04,63,12,19.93,2,1,1,211,About to sleep
CUST0000329306,2007-10-30,250,2,1.8900000000000001,1,2,3,123,Cannot Loose them
CUST0000329395,2008-01-26,162,1,1.52,1,3,3,133,Cannot Loose them
CUST0000329524,2008-07-01,5,11,83.64,3,1,1,311,Recent customer
CUST0000329537,2008-06-26,10,42,58.17,3,1,1,311,Recent customer
CUST0000329562,2008-03-26,102,1,1.25,2,3,3,233,Loyal
CUST0000331019,2007-10-10,270,2,2.05,1,2,2,122,About to sleep
CUST0000331116,2008-01-15,173,5,11.85,1,2,1,121,About to sleep
CUST0000331358,2008-04-10,87,2,2.08,2,2,2,222,Average
CUST0000331764,2008-06-29,7,4,10.99,3,2,1,321,Average
CUST0000332288,2007-08-22,319,1,41.76,1,3,1,131,About to sleep
CUST0000333347,2008-06-22,14,48,56.96,3,1,1,311,Recent customer
CUST0000333675,2007-07-11,361,1,1.22,1,3,3,133,Cannot Loose them
CUST0000334089,2008-06-24,12,2,2.61,3,2,2,322,potential Lotalist
CUST0000334325,2007-10-05,275,1,3.5,1,3,2,132,Cannot Loose them
CUST0000334672,2008-05-21,46,4,7.96,2,2,2,222,Average
CUST0000334773,2008-06-26,10,4,1.9300000000000002,3,2,3,323,Loyal
CUST0000335064,2008-07-06,0,102,150.89,3,1,1,311,Recent customer
CUST0000335864,2008-04-25,72,1,0.88,2,3,3,233,Loyal
CUST0000336132,2008-05-04,63,1,1.03,2,3,3,233,Loyal
CUST0000336781,2008-07-02,4,34,40.38,3,1,1,311,Recent customer
CUST0000337192,2008-07-03,3,190,213.37,3,1,1,311,Recent customer
CUST0000338272,2007-12-30,189,3,1.85,1,2,3,123,Cannot Loose them
CUST0000338285,2008-06-07,29,4,6.45,2,2,2,222,Average
CUST0000339006,2008-07-05,1,12,27.0,3,1,1,311,Recent customer
CUST0000339434,2007-12-16,203,1,0.37,1,3,3,133,Cannot Loose them
CUST0000340481,2008-05-10,57,1,0.31,2,3,3,233,Loyal
CUST0000340938,2007-07-12,360,1,0.97,1,3,3,133,Cannot Loose them
CUST0000341004,2008-06-04,32,29,56.339999999999996,2,1,1,211,About to sleep
CUST0000341074,2007-09-06,304,1,2.44,1,3,2,132,Cannot Loose them
CUST0000342302,2007-10-14,266,1,0.8,1,3,3,133,Cannot Loose them
CUST0000342401,2008-06-23,13,3,4.03,3,2,2,322,potential Lotalist
CUST0000342807,2008-06-28,8,1,4.16,3,3,2,332,Loyal
CUST0000343018,2008-05-15,52,1,0.27,2,3,3,233,Loyal
CUST0000343031,2007-08-04,337,1,0.5,1,3,3,133,Cannot Loose them
CUST0000343114,2007-08-25,316,1,1.6,1,3,3,133,Cannot Loose them
CUST0000343404,2007-12-07,212,3,5.07,1,2,2,122,About to sleep
CUST0000343455,2007-08-11,330,1,0.99,1,3,3,133,Cannot Loose them
CUST0000344309,2008-05-19,48,4,9.36,2,2,2,222,Average
CUST0000344664,2008-01-20,168,4,2.77,1,2,2,122,About to sleep
CUST0000345386,2008-06-22,14,13,25.95,3,1,1,311,Recent customer
CUST0000345452,2008-06-24,12,3,3.45,3,2,2,322,potential Lotalist
CUST0000345458,2008-05-09,58,1,9.48,2,3,2,232,Loyal
CUST0000346033,2007-08-05,336,1,0.32,1,3,3,133,Cannot Loose them
CUST0000347023,2008-07-06,0,46,74.24,3,1,1,311,Recent customer
CUST0000347080,2008-04-25,72,7,11.59,2,1,1,211,About to sleep
CUST0000347437,2007-12-27,192,1,3.01,1,3,2,132,Cannot Loose them
CUST0000348490,2008-01-03,185,1,2.42,1,3,2,132,Cannot Loose them
CUST0000348702,2007-09-12,298,1,1.01,1,3,3,133,Cannot Loose them
CUST0000349165,2008-06-20,16,29,44.04,3,1,1,311,Recent customer
CUST0000350287,2008-06-05,31,3,2.17,2,2,2,222,Average
CUST0000350600,2008-06-03,33,5,17.45,2,2,1,221,About to sleep
CUST0000350969,2008-05-25,42,2,7.89,2,2,2,222,Average
CUST0000352529,2008-06-19,17,7,7.25,3,1,2,312,Recent customer
CUST0000352552,2007-11-26,223,1,0.63,1,3,3,133,Cannot Loose them
CUST0000352793,2008-02-02,155,1,1.43,1,3,3,133,Cannot Loose them
CUST0000352929,2008-07-06,0,23,31.8,3,1,1,311,Recent customer
CUST0000354327,2007-10-15,265,1,6.17,1,3,2,132,Cannot Loose them
CUST0000355357,2008-07-01,5,5,6.3500000000000005,3,2,2,322,potential Lotalist
CUST0000355536,2008-06-13,23,1,0.59,3,3,3,333,Campion
CUST0000355900,2008-07-06,0,36,48.29,3,1,1,311,Recent customer
CUST0000355934,2007-09-15,295,1,0.74,1,3,3,133,Cannot Loose them
CUST0000356221,2008-06-29,7,89,141.62,3,1,1,311,Recent customer
CUST0000357071,2008-04-25,72,15,19.73,2,1,1,211,About to sleep
CUST0000358306,2008-06-07,29,1,1.03,2,3,3,233,Loyal
CUST0000359238,2007-08-25,316,2,1.67,1,2,3,123,Cannot Loose them
CUST0000359471,2008-06-23,13,1,0.92,3,3,3,333,Campion
CUST0000359525,2008-05-08,59,1,1.37,2,3,3,233,Loyal
CUST0000359604,2008-06-16,20,8,11.75,3,1,1,311,Recent customer
CUST0000360617,2008-06-28,8,4,13.68,3,2,1,321,Average
CUST0000360838,2007-08-28,313,1,8.29,1,3,2,132,Cannot Loose them
CUST0000361310,2008-05-31,36,2,1.8900000000000001,2,2,3,223,potential Lotalist
CUST0000361701,2008-07-06,0,77,132.82,3,1,1,311,Recent customer
CUST0000361812,2008-06-29,7,52,85.11,3,1,1,311,Recent customer
CUST0000361991,2008-06-17,19,1,0.41,3,3,3,333,Campion
CUST0000362684,2007-11-28,221,1,0.88,1,3,3,133,Cannot Loose them
CUST0000363357,2007-09-10,300,1,1.28,1,3,3,133,Cannot Loose them
CUST0000363524,2008-06-19,17,8,13.0,3,1,1,311,Recent customer
CUST0000363720,2007-10-08,272,1,0.3,1,3,3,133,Cannot Loose them
CUST0000364227,2008-04-11,86,2,1.6400000000000001,2,2,3,223,potential Lotalist
CUST0000364294,2008-04-21,76,2,2.86,2,2,2,222,Average
CUST0000364367,2008-06-24,12,4,11.120000000000001,3,2,1,321,Average
CUST0000364905,2008-07-04,2,60,87.39,3,1,1,311,Recent customer
CUST0000364910,2008-06-18,18,2,1.8,3,2,3,323,Loyal
CUST0000365132,2008-05-26,41,1,0.85,2,3,3,233,Loyal
CUST0000366450,2008-06-06,30,1,3.66,2,3,2,232,Loyal
CUST0000366749,2008-05-02,65,2,1.76,2,2,3,223,potential Lotalist
CUST0000366796,2008-06-12,24,4,7.7299999999999995,2,2,2,222,Average
CUST0000367124,2007-07-23,349,2,2.45,1,2,2,122,About to sleep
CUST0000367810,2008-04-08,89,3,2.62,2,2,2,222,Average
CUST0000367886,2007-11-22,227,2,1.62,1,2,3,123,Cannot Loose them
CUST0000368360,2008-04-14,83,3,2.09,2,2,2,222,Average
CUST0000368789,2008-06-04,32,3,6.82,2,2,2,222,Average
CUST0000369166,2008-05-04,63,1,2.04,2,3,2,232,Loyal
CUST0000369280,2008-05-10,57,2,3.34,2,2,2,222,Average
CUST0000369586,2008-05-29,38,2,1.58,2,2,3,223,potential Lotalist
CUST0000370864,2007-08-19,322,1,1.15,1,3,3,133,Cannot Loose them
CUST0000370891,2007-12-20,199,1,7.06,1,3,2,132,Cannot Loose them
CUST0000370974,2008-05-06,61,1,0.88,2,3,3,233,Loyal
CUST0000371194,2008-05-24,43,3,2.76,2,2,2,222,Average
CUST0000371351,2007-11-13,236,1,4.47,1,3,2,132,Cannot Loose them
CUST0000371524,2007-09-14,296,1,3.92,1,3,2,132,Cannot Loose them
CUST0000371746,2007-12-07,212,1,0.39,1,3,3,133,Cannot Loose them
CUST0000371874,2008-01-17,171,1,1.04,1,3,3,133,Cannot Loose them
CUST0000372113,2008-05-18,49,3,1.3800000000000001,2,2,3,223,potential Lotalist
CUST0000372188,2008-07-05,1,43,74.41,3,1,1,311,Recent customer
CUST0000372422,2008-07-06,0,205,387.48,3,1,1,311,Recent customer
CUST0000373951,2007-10-05,275,1,1.49,1,3,3,133,Cannot Loose them
CUST0000374156,2008-01-12,176,1,0.84,1,3,3,133,Cannot Loose them
CUST0000374863,2007-09-11,299,1,9.19,1,3,2,132,Cannot Loose them
CUST0000374978,2008-06-20,16,1,1.65,3,3,3,333,Campion
CUST0000375382,2008-05-05,62,8,22.59,2,1,1,211,About to sleep
CUST0000375824,2008-06-28,8,3,11.370000000000001,3,2,1,321,Average
CUST0000376375,2008-05-27,40,1,0.26,2,3,3,233,Loyal
CUST0000376524,2008-04-20,77,3,3.81,2,2,2,222,Average
CUST0000378031,2008-04-18,79,2,1.77,2,2,3,223,potential Lotalist
CUST0000378126,2007-12-01,218,1,3.14,1,3,2,132,Cannot Loose them
CUST0000378569,2008-02-29,128,1,5.5,1,3,2,132,Cannot Loose them
CUST0000379033,2008-07-04,2,28,54.08,3,1,1,311,Recent customer
CUST0000379060,2008-07-05,1,33,63.14,3,1,1,311,Recent customer
CUST0000379283,2008-05-16,51,8,17.4,2,1,1,211,About to sleep
CUST0000379344,2008-07-04,2,2,2.15,3,2,2,322,potential Lotalist
CUST0000379861,2008-03-19,109,2,7.02,2,2,2,222,Average
CUST0000380625,2008-03-16,112,3,2.36,1,2,2,122,About to sleep
CUST0000381019,2008-07-06,0,55,81.77,3,1,1,311,Recent customer
CUST0000381208,2008-06-13,23,2,2.35,3,2,2,322,potential Lotalist
CUST0000381297,2008-07-04,2,18,30.330000000000002,3,1,1,311,Recent customer
CUST0000383052,2008-06-14,22,2,1.0,3,2,3,323,Loyal
CUST0000383445,2007-11-25,224,1,1.5,1,3,3,133,Cannot Loose them
CUST0000383763,2008-03-02,126,19,28.11,1,1,1,111,Lost Customer
CUST0000383824,2008-06-18,18,2,1.75,3,2,3,323,Loyal
CUST0000384178,2008-07-05,1,7,16.43,3,1,1,311,Recent customer
CUST0000384595,2007-12-18,201,1,3.21,1,3,2,132,Cannot Loose them
CUST0000385776,2007-08-02,339,1,0.67,1,3,3,133,Cannot Loose them
CUST0000385802,2008-05-25,42,3,3.2,2,2,2,222,Average
CUST0000386374,2008-07-06,0,44,61.69,3,1,1,311,Recent customer
CUST0000387071,2008-06-04,32,1,1.8,2,3,3,233,Loyal
CUST0000387393,2007-11-11,238,6,8.24,1,2,2,122,About to sleep
CUST0000388736,2008-06-18,18,2,3.1700000000000004,3,2,2,322,potential Lotalist
CUST0000388941,2008-05-18,49,1,0.64,2,3,3,233,Loyal
CUST0000390094,2007-07-23,349,1,1.27,1,3,3,133,Cannot Loose them
CUST0000390522,2008-02-25,132,6,7.95,1,2,2,122,About to sleep
CUST0000391045,2007-07-08,364,1,1.75,1,3,3,133,Cannot Loose them
CUST0000391212,2007-10-25,255,3,6.429999999999999,1,2,2,122,About to sleep
CUST0000392051,2008-05-15,52,4,2.81,2,2,2,222,Average
CUST0000392248,2007-09-09,301,1,2.07,1,3,2,132,Cannot Loose them
CUST0000392760,2008-06-22,14,1,0.74,3,3,3,333,Campion
CUST0000392892,2008-04-14,83,1,0.55,2,3,3,233,Loyal
CUST0000393047,2008-06-16,20,2,1.63,3,2,3,323,Loyal
CUST0000393187,2008-06-30,6,17,37.39,3,1,1,311,Recent customer
CUST0000393496,2008-04-20,77,2,1.4500000000000002,2,2,3,223,potential Lotalist
CUST0000393587,2008-07-06,0,75,116.53999999999999,3,1,1,311,Recent customer
CUST0000394127,2008-05-29,38,3,2.6,2,2,2,222,Average
CUST0000394318,2007-10-25,255,2,13.17,1,2,1,121,About to sleep
CUST0000394579,2007-08-15,326,2,1.53,1,2,3,123,Cannot Loose them
CUST0000394681,2007-12-24,195,1,0.96,1,3,3,133,Cannot Loose them
CUST0000394937,2007-08-05,336,1,1.2,1,3,3,133,Cannot Loose them
CUST0000395191,2008-03-10,118,1,0.67,1,3,3,133,Cannot Loose them
CUST0000395525,2008-06-28,8,33,72.39,3,1,1,311,Recent customer
CUST0000396826,2008-01-30,158,1,0.78,1,3,3,133,Cannot Loose them
CUST0000397028,2007-10-14,266,1,2.45,1,3,2,132,Cannot Loose them
CUST0000397211,2008-06-30,6,42,60.87,3,1,1,311,Recent customer
CUST0000397540,2007-09-10,300,1,0.54,1,3,3,133,Cannot Loose them
CUST0000397549,2008-02-22,135,3,3.7800000000000002,1,2,2,122,About to sleep
CUST0000398047,2008-06-04,32,3,1.76,2,2,3,223,potential Lotalist
CUST0000398244,2007-09-20,290,1,0.48,1,3,3,133,Cannot Loose them
CUST0000398783,2008-05-04,63,6,11.11,2,2,1,221,About to sleep
CUST0000398840,2007-09-16,294,1,1.34,1,3,3,133,Cannot Loose them
CUST0000398965,2008-07-06,0,47,68.7,3,1,1,311,Recent customer
CUST0000399414,2008-06-11,25,1,1.3,2,3,3,233,Loyal
CUST0000399671,2008-06-15,21,35,38.41,3,1,1,311,Recent customer
CUST0000400006,2008-06-16,20,29,85.74,3,1,1,311,Recent customer
CUST0000400142,2007-11-03,246,1,0.49,1,3,3,133,Cannot Loose them
CUST0000400554,2008-06-15,21,1,1.76,3,3,3,333,Campion
CUST0000400799,2008-04-22,75,12,18.71,2,1,1,211,About to sleep
CUST0000401455,2008-05-27,40,3,1.04,2,2,3,223,potential Lotalist
CUST0000401712,2007-10-22,258,1,1.19,1,3,3,133,Cannot Loose them
CUST0000401800,2008-05-29,38,2,0.02,2,2,3,223,potential Lotalist
CUST0000401820,2008-02-24,133,3,5.930000000000001,1,2,2,122,About to sleep
CUST0000401834,2008-04-15,82,6,43.089999999999996,2,2,1,221,About to sleep
CUST0000401837,2008-04-16,81,2,3.16,2,2,2,222,Average
CUST0000401990,2008-05-24,43,2,1.5,2,2,3,223,potential Lotalist
CUST0000402276,2008-06-19,17,2,9.74,3,2,2,322,potential Lotalist
CUST0000402316,2007-11-19,230,3,1.89,1,2,3,123,Cannot Loose them
CUST0000402352,2008-06-12,24,14,40.07,2,1,1,211,About to sleep
CUST0000402818,2008-05-02,65,4,14.98,2,2,1,221,About to sleep
CUST0000402925,2008-06-23,13,28,44.59,3,1,1,311,Recent customer
CUST0000403088,2008-06-21,15,43,45.730000000000004,3,1,1,311,Recent customer
CUST0000403637,2007-08-12,329,1,2.16,1,3,2,132,Cannot Loose them
CUST0000403670,2008-04-15,82,2,1.77,2,2,3,223,potential Lotalist
CUST0000404157,2008-07-06,0,32,42.23,3,1,1,311,Recent customer
CUST0000404647,2008-05-27,40,5,7.57,2,2,2,222,Average
CUST0000404935,2008-07-04,2,38,61.7,3,1,1,311,Recent customer
CUST0000405131,2008-06-19,17,11,14.19,3,1,1,311,Recent customer
CUST0000405731,2008-04-01,96,1,1.29,2,3,3,233,Loyal
CUST0000405961,2007-12-22,197,1,0.86,1,3,3,133,Cannot Loose them
CUST0000406750,2008-02-22,135,6,3.13,1,2,2,122,About to sleep
CUST0000406967,2008-04-29,68,7,9.54,2,1,2,212,About to sleep
CUST0000407268,2008-04-24,73,4,3.77,2,2,2,222,Average
CUST0000407466,2007-12-18,201,1,0.42,1,3,3,133,Cannot Loose them
CUST0000407542,2007-10-04,276,1,0.65,1,3,3,133,Cannot Loose them
CUST0000407855,2008-02-01,156,2,3.8400000000000003,1,2,2,122,About to sleep
CUST0000408481,2008-04-04,93,1,1.07,2,3,3,233,Loyal
CUST0000408886,2008-06-20,16,3,3.63,3,2,2,322,potential Lotalist
CUST0000410280,2008-06-28,8,2,5.04,3,2,2,322,potential Lotalist
CUST0000410483,2008-07-03,3,46,93.79,3,1,1,311,Recent customer
CUST0000410727,2008-07-05,1,46,73.02,3,1,1,311,Recent customer
CUST0000411101,2008-05-23,44,2,5.0,2,2,2,222,Average
CUST0000411230,2007-10-12,268,1,0.38,1,3,3,133,Cannot Loose them
CUST0000411532,2008-01-15,173,2,1.23,1,2,3,123,Cannot Loose them
CUST0000411935,2008-04-25,72,18,24.71,2,1,1,211,About to sleep
CUST0000412413,2008-07-06,0,30,52.1,3,1,1,311,Recent customer
CUST0000412921,2007-09-13,297,2,1.8,1,2,3,123,Cannot Loose them
CUST0000413634,2007-09-30,280,2,20.46,1,2,1,121,About to sleep
CUST0000413889,2007-12-27,192,8,19.13,1,1,1,111,Lost Customer
CUST0000414458,2008-07-06,0,29,53.36,3,1,1,311,Recent customer
CUST0000414514,2008-06-18,18,50,85.45,3,1,1,311,Recent customer
CUST0000414799,2008-06-30,6,17,28.25,3,1,1,311,Recent customer
CUST0000415057,2007-08-28,313,1,0.34,1,3,3,133,Cannot Loose them
CUST0000415342,2007-08-26,315,3,2.5300000000000002,1,2,2,122,About to sleep
CUST0000415504,2007-09-22,288,3,5.39,1,2,2,122,About to sleep
CUST0000415649,2008-07-02,4,6,10.29,3,2,1,321,Average
CUST0000415919,2008-01-15,173,3,2.1100000000000003,1,2,2,122,About to sleep
CUST0000416013,2008-04-18,79,14,21.130000000000003,2,1,1,211,About to sleep
CUST0000416322,2008-07-01,5,66,118.89,3,1,1,311,Recent customer
CUST0000416384,2007-08-07,334,1,0.57,1,3,3,133,Cannot Loose them
CUST0000417416,2007-09-05,305,1,0.53,1,3,3,133,Cannot Loose them
CUST0000417931,2008-04-23,74,4,2.2,2,2,2,222,Average
CUST0000418388,2008-07-06,0,171,266.41,3,1,1,311,Recent customer
CUST0000418732,2007-11-22,227,2,16.72,1,2,1,121,About to sleep
CUST0000418887,2008-07-05,1,3,3.0300000000000002,3,2,2,322,potential Lotalist
CUST0000419601,2007-09-02,308,1,1.36,1,3,3,133,Cannot Loose them
CUST0000419761,2008-06-30,6,18,18.11,3,1,1,311,Recent customer
CUST0000419779,2008-07-05,1,14,17.77,3,1,1,311,Recent customer
CUST0000420108,2008-02-21,136,2,4.0600000000000005,1,2,2,122,About to sleep
CUST0000420119,2008-07-05,1,77,117.74,3,1,1,311,Recent customer
CUST0000420196,2008-06-13,23,3,3.9699999999999998,3,2,2,322,potential Lotalist
CUST0000420363,2008-07-06,0,145,258.13,3,1,1,311,Recent customer
CUST0000420556,2007-09-09,301,1,1.08,1,3,3,133,Cannot Loose them
CUST0000420601,2008-06-28,8,18,18.27,3,1,1,311,Recent customer
CUST0000420871,2008-06-27,9,2,1.47,3,2,3,323,Loyal
CUST0000422532,2008-06-15,21,1,4.62,3,3,2,332,Loyal
CUST0000422634,2008-06-29,7,6,6.37,3,2,2,322,potential Lotalist
CUST0000422638,2007-12-11,208,2,1.4100000000000001,1,2,3,123,Cannot Loose them
CUST0000422766,2008-07-05,1,2,20.740000000000002,3,2,1,321,Average
CUST0000424039,2007-11-01,248,1,0.2,1,3,3,133,Cannot Loose them
CUST0000424316,2008-06-30,6,9,17.55,3,1,1,311,Recent customer
CUST0000424514,2008-05-07,60,1,3.9,2,3,2,232,Loyal
CUST0000425485,2007-11-19,230,1,1.11,1,3,3,133,Cannot Loose them
CUST0000425522,2008-06-19,17,12,17.28,3,1,1,311,Recent customer
CUST0000425869,2008-05-25,42,1,0.13,2,3,3,233,Loyal
CUST0000426156,2008-03-30,98,4,5.27,2,2,2,222,Average
CUST0000426205,2008-03-23,105,1,2.38,2,3,2,232,Loyal
CUST0000426230,2008-05-05,62,6,21.94,2,2,1,221,About to sleep
CUST0000426701,2008-06-26,10,14,27.150000000000002,3,1,1,311,Recent customer
CUST0000427158,2007-11-25,224,1,0.28,1,3,3,133,Cannot Loose them
CUST0000427655,2008-06-18,18,1,1.39,3,3,3,333,Campion
CUST0000428504,2008-05-26,41,4,8.02,2,2,2,222,Average
CUST0000428851,2008-05-14,53,8,11.48,2,1,1,211,About to sleep
CUST0000429416,2007-11-03,246,1,1.54,1,3,3,133,Cannot Loose them
CUST0000430560,2008-02-02,155,2,2.21,1,2,2,122,About to sleep
CUST0000430660,2008-05-22,45,38,63.41,2,1,1,211,About to sleep
CUST0000430866,2007-11-20,229,1,1.34,1,3,3,133,Cannot Loose them
CUST0000431028,2008-05-04,63,2,1.21,2,2,3,223,potential Lotalist
CUST0000431111,2008-05-13,54,3,2.61,2,2,2,222,Average
CUST0000432512,2008-05-26,41,3,5.29,2,2,2,222,Average
CUST0000432685,2008-05-20,47,1,0.68,2,3,3,233,Loyal
CUST0000432709,2008-04-14,83,1,3.45,2,3,2,232,Loyal
CUST0000433361,2007-07-19,353,1,0.39,1,3,3,133,Cannot Loose them
CUST0000433708,2007-12-05,214,1,1.03,1,3,3,133,Cannot Loose them
CUST0000433825,2008-04-02,95,1,0.56,2,3,3,233,Loyal
CUST0000433977,2008-07-01,5,3,4.87,3,2,2,322,potential Lotalist
CUST0000434013,2008-06-22,14,56,65.11,3,1,1,311,Recent customer
CUST0000434489,2008-05-29,38,4,5.659999999999999,2,2,2,222,Average
